id,canonical_slug,name,developer,model,created,description,context_length,architecture_input_modalities,architecture_output_modalities,architecture_tokenizer,architecture_instruct_type,pricing_prompt,pricing_completion,pricing_request,pricing_image,pricing_web_search,pricing_internal_reasoning,pricing_input_cache_read,pricing_input_cache_write,top_provider_context_length,top_provider_max_completion_tokens,top_provider_is_moderated,supported_parameters,default_parameters,expiration_date,knowledge_cutoff,links,per_request_limits,supported_voices,hugging_face_id,benchmarks_design_arena
"openai/gpt-5-image-mini","openai/gpt-5-image-mini","OpenAI: GPT-5 Image Mini","OpenAI","GPT-5 Image Mini","1760624583","GPT-5 Image Mini combines OpenAI's advanced language capabilities; powered by [GPT-5 Mini](https://openrouter.ai/openai/gpt-5-mini); with GPT Image 1 Mini for efficient image generation. This natively multimodal model features superior instruction following; text...","400000","file|image|text","image|text","GPT","","0.0000025","0.000002","","","0.01","","0.00000025","","400000","128000","true","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|presence_penalty|reasoning|response_format|seed|stop|structured_outputs|temperature|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/openai/gpt-5-image-mini/endpoints""}","null","null","","models/graphicdesign:elo=1203,wr=48.6,rank=9|models/image:elo=1212,wr=51.1,rank=9|models/logo:elo=1229,wr=52.6,rank=5"
"anthropic/claude-haiku-4.5","anthropic/claude-4.5-haiku-20251001","Anthropic: Claude Haiku 4.5","Anthropic","Claude Haiku 4.5","1760547638","Claude Haiku 4.5 is Anthropic’s fastest and most efficient model; delivering near-frontier intelligence at a fraction of the cost and latency of larger Claude models. Matching Claude Sonnet 4’s performance...","200000","text|image|file","text","Claude","","0.000001","0.000005","","","0.01","","0.0000001","0.00000125","200000","64000","true","include_reasoning|max_tokens|reasoning|response_format|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/anthropic/claude-4.5-haiku-20251001/endpoints""}","null","null","","models/3d:elo=1150,wr=41.2,rank=64|models/asciiart:elo=1186,wr=49.3,rank=30|models/codecategories:elo=1164,wr=44.8,rank=64|models/dataviz:elo=1167,wr=45.6,rank=61|models/gamedev:elo=1162,wr=44.6,rank=61|models/svg:elo=1083,wr=39.1,rank=58|models/uicomponent:elo=1153,wr=42.7,rank=61|models/website:elo=1164,wr=45,rank=65"
"qwen/qwen3-vl-8b-thinking","qwen/qwen3-vl-8b-thinking","Qwen: Qwen3 VL 8B Thinking","Qwen","Qwen3 VL 8B Thinking","1760463746","Qwen3-VL-8B-Thinking is the reasoning-optimized variant of the Qwen3-VL-8B multimodal model; designed for advanced visual and textual reasoning across complex scenes; documents; and temporal sequences. It integrates enhanced multimodal alignment and...","256000","image|text","text","Qwen3","","0.000000117","0.000001365","","","","","","","131072","32768","","include_reasoning|logprobs|max_tokens|presence_penalty|reasoning|response_format|seed|structured_outputs|temperature|tool_choice|tools|top_logprobs|top_p","{""temperature"":1;""top_p"":0.95}","","","{""details"":""/api/v1/models/qwen/qwen3-vl-8b-thinking/endpoints""}","null","null","Qwen/Qwen3-VL-8B-Thinking",""
"qwen/qwen3-vl-8b-instruct","qwen/qwen3-vl-8b-instruct","Qwen: Qwen3 VL 8B Instruct","Qwen","Qwen3 VL 8B Instruct","1760463308","Qwen3-VL-8B-Instruct is a multimodal vision-language model from the Qwen3-VL series; built for high-fidelity understanding and reasoning across text; images; and video. It features improved multimodal fusion with Interleaved-MRoPE for long-horizon...","256000","image|text","text","Qwen3","","0.000000117","0.000000455","","","","","","","131072","32768","","frequency_penalty|logit_bias|logprobs|max_tokens|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":0.7;""top_p"":0.8;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/qwen/qwen3-vl-8b-instruct/endpoints""}","null","null","Qwen/Qwen3-VL-8B-Instruct",""
"openai/gpt-5-image","openai/gpt-5-image","OpenAI: GPT-5 Image","OpenAI","GPT-5 Image","1760447986","[GPT-5](https://openrouter.ai/openai/gpt-5) Image combines OpenAI's GPT-5 model with state-of-the-art image generation capabilities. It offers major improvements in reasoning; code quality; and user experience while incorporating GPT Image 1's superior instruction following;...","400000","image|text|file","image|text","GPT","","0.00001","0.00001","","","0.01","","0.00000125","","400000","128000","true","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|presence_penalty|reasoning|response_format|seed|stop|structured_outputs|temperature|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/openai/gpt-5-image/endpoints""}","null","null","","models/graphicdesign:elo=1210,wr=51.3,rank=6|models/image:elo=1219,wr=54.1,rank=7|models/logo:elo=1223,wr=53.7,rank=6"
"openai/o3-deep-research","openai/o3-deep-research-2025-06-26","OpenAI: o3 Deep Research","OpenAI","o3 Deep Research","1760129661","o3-deep-research is OpenAI's advanced model for deep research; designed to tackle complex; multi-step research tasks.  Note: This model always uses the 'web_search' tool which adds additional cost.","200000","image|text|file","text","GPT","","0.00001","0.00004","","","0.01","","0.0000025","","200000","100000","true","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|presence_penalty|reasoning|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/openai/o3-deep-research-2025-06-26/endpoints""}","null","null","",""
"openai/o4-mini-deep-research","openai/o4-mini-deep-research-2025-06-26","OpenAI: o4 Mini Deep Research","OpenAI","o4 Mini Deep Research","1760129642","o4-mini-deep-research is OpenAI's faster; more affordable deep research model—ideal for tackling complex; multi-step research tasks.  Note: This model always uses the 'web_search' tool which adds additional cost.","200000","file|image|text","text","GPT","","0.000002","0.000008","","","0.01","","0.0000005","","200000","100000","true","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|presence_penalty|reasoning|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","","{""details"":""/api/v1/models/openai/o4-mini-deep-research-2025-06-26/endpoints""}","null","null","",""
"nvidia/llama-3.3-nemotron-super-49b-v1.5","nvidia/llama-3.3-nemotron-super-49b-v1.5","NVIDIA: Llama 3.3 Nemotron Super 49B V1.5","NVIDIA","Llama 3.3 Nemotron Super 49B V1.5","1760101395","Llama-3.3-Nemotron-Super-49B-v1.5 is a 49B-parameter; English-centric reasoning/chat model derived from Meta’s Llama-3.3-70B-Instruct with a 128K context. It’s post-trained for agentic workflows (RAG; tool calling) via SFT across math; code; science; and...","131072","text","text","Llama3","","0.0000004","0.0000004","","","","","","","131072","16384","","frequency_penalty|include_reasoning|logit_bias|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|temperature|tool_choice|tools|top_k|top_p","{""temperature"":0.6;""top_p"":0.95;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2024-03-31","{""details"":""/api/v1/models/nvidia/llama-3.3-nemotron-super-49b-v1.5/endpoints""}","null","null","nvidia/Llama-3_3-Nemotron-Super-49B-v1_5",""
"google/gemini-2.5-flash-image","google/gemini-2.5-flash-image","Google: Nano Banana (Gemini 2.5 Flash Image)","Google","Nano Banana (Gemini 2.5 Flash Image)","1759870431","Gemini 2.5 Flash Image; a.k.a. ""Nano Banana;"" is now generally available. It is a state of the art image generation model with contextual understanding. It is capable of image generation;...","32768","image|text","image|text","Gemini","","0.0000003","0.0000025","","0.0000003","0.014","0.0000025","0.00000003","0.00000008333333333333334","32768","32768","","max_tokens|response_format|seed|stop|structured_outputs|temperature|top_p","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","2025-01-31","{""details"":""/api/v1/models/google/gemini-2.5-flash-image/endpoints""}","null","null","","models/graphicdesign:elo=1203,wr=56.9,rank=8|models/image:elo=1214,wr=55.6,rank=8|models/logo:elo=1189,wr=51.4,rank=9"
"qwen/qwen3-vl-30b-a3b-thinking","qwen/qwen3-vl-30b-a3b-thinking","Qwen: Qwen3 VL 30B A3B Thinking","Qwen","Qwen3 VL 30B A3B Thinking","1759794479","Qwen3-VL-30B-A3B-Thinking is a multimodal model that unifies strong text generation with visual understanding for images and videos. Its Thinking variant enhances reasoning in STEM; math; and complex tasks. It excels...","131072","text|image","text","Qwen3","","0.00000013","0.00000156","","","","","","","131072","32768","","frequency_penalty|include_reasoning|logprobs|max_tokens|presence_penalty|reasoning|response_format|seed|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":0.8;""top_p"":0.95;""top_k"":20;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":1}","","2025-03-31","{""details"":""/api/v1/models/qwen/qwen3-vl-30b-a3b-thinking/endpoints""}","null","null","Qwen/Qwen3-VL-30B-A3B-Thinking",""
"qwen/qwen3-vl-30b-a3b-instruct","qwen/qwen3-vl-30b-a3b-instruct","Qwen: Qwen3 VL 30B A3B Instruct","Qwen","Qwen3 VL 30B A3B Instruct","1759794476","Qwen3-VL-30B-A3B-Instruct is a multimodal model that unifies strong text generation with visual understanding for images and videos. Its Instruct variant optimizes instruction-following for general multimodal tasks. It excels in perception...","262144","text|image","text","Qwen3","","0.00000013","0.00000052","","","","","","","131072","32768","","frequency_penalty|logit_bias|logprobs|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":0.7;""top_p"":0.8;""top_k"":20;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":1}","","2025-03-31","{""details"":""/api/v1/models/qwen/qwen3-vl-30b-a3b-instruct/endpoints""}","null","null","Qwen/Qwen3-VL-30B-A3B-Instruct",""
"openai/gpt-5-pro","openai/gpt-5-pro-2025-10-06","OpenAI: GPT-5 Pro","OpenAI","GPT-5 Pro","1759776663","GPT-5 Pro is OpenAI’s most advanced model; offering major improvements in reasoning; code quality; and user experience. It is optimized for complex tasks that require step-by-step reasoning; instruction following; and...","400000","image|text|file","text","GPT","","0.000015","0.00012","","","0.01","","","","400000","128000","true","include_reasoning|max_tokens|reasoning|response_format|seed|structured_outputs|tool_choice|tools","{""temperature"":null;""top_p"":null;""frequency_penalty"":null}","","2024-09-30","{""details"":""/api/v1/models/openai/gpt-5-pro-2025-10-06/endpoints""}","null","null","",""
"z-ai/glm-4.6","z-ai/glm-4.6","Z.ai: GLM 4.6","Z.ai","GLM 4.6","1759235576","Compared with GLM-4.5; this generation brings several key improvements: Longer context window: The context window has been expanded from 128K to 200K tokens; enabling the model to handle more complex...","202752","text","text","Other","","0.00000043","0.00000174","","","","","0.00000008","","202752","131072","","frequency_penalty|include_reasoning|logit_bias|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_p","{""temperature"":0.6;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2025-03-31","{""details"":""/api/v1/models/z-ai/glm-4.6/endpoints""}","null","null","zai-org/GLM-4.6","agents/androidnative:elo=1095,wr=52.6,rank=20|agents/fullstack:elo=1096,wr=42.3,rank=22|agents/godotgamedev:elo=1219,wr=53.2,rank=7|agents/mobileapps:elo=1182,wr=49.3,rank=18|models/3d:elo=1206,wr=54,rank=43|models/codecategories:elo=1215,wr=54.3,rank=47|models/dataviz:elo=1208,wr=52.8,rank=45|models/gamedev:elo=1215,wr=54.6,rank=41|models/svg:elo=1166,wr=52.1,rank=40|models/uicomponent:elo=1212,wr=54,rank=44|models/website:elo=1217,wr=54.4,rank=48"
"anthropic/claude-sonnet-4.5","anthropic/claude-4.5-sonnet-20250929","Anthropic: Claude Sonnet 4.5","Anthropic","Claude Sonnet 4.5","1759161676","Claude Sonnet 4.5 is Anthropic’s most advanced Sonnet model to date; optimized for real-world agents and coding workflows. It delivers state-of-the-art performance on coding benchmarks such as SWE-bench Verified; with...","1000000","text|image|file","text","Claude","","0.000003","0.000015","","","0.01","","0.0000003","0.00000375","1000000","64000","true","include_reasoning|max_tokens|reasoning|response_format|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_p","{""temperature"":1;""top_p"":1;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2025-01-31","{""details"":""/api/v1/models/anthropic/claude-4.5-sonnet-20250929/endpoints""}","null","null","","models/3d:elo=1236,wr=53,rank=35|models/asciiart:elo=1242,wr=55.8,rank=11|models/codecategories:elo=1232,wr=52.9,rank=35|models/dataviz:elo=1213,wr=49.3,rank=42|models/gamedev:elo=1233,wr=52.1,rank=38|models/svg:elo=1173,wr=52.9,rank=39|models/uicomponent:elo=1231,wr=51.8,rank=36|models/website:elo=1232,wr=53.3,rank=39|agents/fullstack:elo=1118,wr=43.5,rank=18|agents/mobileapps:elo=1180,wr=48.9,rank=21|agents/webapps:elo=1131,wr=43.1,rank=21"
"deepseek/deepseek-v3.2-exp","deepseek/deepseek-v3.2-exp","DeepSeek: DeepSeek V3.2 Exp","DeepSeek","DeepSeek V3.2 Exp","1759150481","DeepSeek-V3.2-Exp is an experimental large language model released by DeepSeek as an intermediate step between V3.1 and future architectures. It introduces DeepSeek Sparse Attention (DSA); a fine-grained sparse attention mechanism...","163840","text","text","DeepSeek","deepseek-v3.1","0.00000027","0.00000041","","","","","","","163840","65536","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":0.6;""top_p"":0.95;""frequency_penalty"":null}","","2025-07-31","{""details"":""/api/v1/models/deepseek/deepseek-v3.2-exp/endpoints""}","null","null","deepseek-ai/DeepSeek-V3.2-Exp","models/3d:elo=1226,wr=56.4,rank=37|models/codecategories:elo=1220,wr=54.2,rank=41|models/dataviz:elo=1196,wr=50.6,rank=51|models/gamedev:elo=1210,wr=53.1,rank=43|models/svg:elo=1090,wr=42,rank=56|models/uicomponent:elo=1220,wr=53.3,rank=39|models/website:elo=1221,wr=54.2,rank=45"
